Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740644426349,3228,3228,3228,3228,3228,3228,3228,3228,35.14324188232422,35.89291000366211,34.632022857666016,35.024452209472656,34.55695343017578,33.823158264160156,33.80237579345703,33.515167236328125,36.790687561035156,34.798377990722656,50,0,33.333335876464844,0,0,0,0,0,7.478168487548828,17179869184,2147483648,8926003200,370737152
204,1740644426349,3228,3228,3228,3228,3228,3228,3228,3228,35.14324188232422,35.89291000366211,34.632022857666016,35.024452209472656,34.55695343017578,33.823158264160156,33.80237579345703,33.515167236328125,36.790687561035156,34.798377990722656,0,0,100,0,0,0,0,0,7.478168487548828,17179869184,2147483648,8926003200,370737152
204,1740644426554,3228,3228,3228,3228,3228,3228,3228,3228,35.14324188232422,35.89291000366211,34.632022857666016,35.024452209472656,34.55695343017578,33.823158264160156,33.80237579345703,33.515167236328125,36.790687561035156,34.798377990722656,9.523809432983398,19.047618865966797,35,61.904762268066406,47.619049072265625,10,0,0,7.478168487548828,17179869184,2147483648,8926003200,370737152
204,1740644426759,3228,3228,3228,3228,3228,3228,3228,3228,35.14324188232422,35.89291000366211,34.632022857666016,35.024452209472656,34.55695343017578,33.823158264160156,33.80237579345703,33.515167236328125,36.790687561035156,34.798377990722656,5,5,38.095237731933594,70,55,10,5,4.761904716491699,7.478168487548828,17179869184,2147483648,8926003200,370737152
204,1740644426964,3228,3228,3228,3228,3228,3228,3228,3228,36.79947280883789,36.711585998535156,38.81404113769531,39.94832229614258,36.361366271972656,37.05794906616211,35.22943878173828,34.91912841796875,37.60403823852539,36.2393798828125,0,0,70,76.19047546386719,45,36.3636360168457,4.761904716491699,4.761904716491699,7.478168487548828,17179869184,2147483648,9221668864,370737152
204,1740644427169,3228,3228,3228,3228,3228,3228,3228,3228,36.79947280883789,36.711585998535156,38.81404113769531,39.94832229614258,36.361366271972656,37.05794906616211,35.22943878173828,34.91912841796875,37.60403823852539,36.2393798828125,23.809524536132813,15.000000953674316,50,40,81.81818389892578,5.263157844543457,14.285715103149414,5,7.478168487548828,17179869184,2147483648,9228632064,370737152
204,1740644427373,3228,3228,3228,3228,3228,3228,3228,3228,36.79947280883789,36.711585998535156,38.81404113769531,39.94832229614258,36.361366271972656,37.05794906616211,35.22943878173828,34.91912841796875,37.60403823852539,36.2393798828125,15.000000953674316,19.047618865966797,60.000003814697266,61.904762268066406,63.15789031982422,15.000000953674316,5,0,8.29822063446045,17179869184,2147483648,9284272128,370737152
204,1740644427578,3228,3228,3228,3228,3228,3228,3228,3228,36.79947280883789,36.711585998535156,38.81404113769531,39.94832229614258,36.361366271972656,37.05794906616211,35.22943878173828,34.91912841796875,37.60403823852539,36.2393798828125,5,4.761904716491699,76.19047546386719,40,27.272727966308594,19.047618865966797,9.523809432983398,9.523809432983398,8.29822063446045,17179869184,2147483648,9286451200,370737152
204,1740644427783,3228,3228,3228,3228,3228,3228,3228,3228,36.79947280883789,36.711585998535156,38.81404113769531,39.94832229614258,36.361366271972656,37.05794906616211,35.22943878173828,34.91912841796875,37.60403823852539,36.2393798828125,9.523809432983398,5,52.38095474243164,19.047618865966797,45,23.809524536132813,4.761904716491699,10,8.29822063446045,17179869184,2147483648,9312108544,370737152
200,1740644427988,3228,3228,3228,3228,3228,3228,3228,3228,39.62001419067383,38.863929748535156,44.945518493652344,44.43646240234375,40.14691925048828,42.53033447265625,38.53582763671875,38.184234619140625,39.844383239746094,38.797142028808594,0,5,20,5,71.42857360839844,0,0,0,8.29822063446045,17179869184,2147483648,9312092160,370737152
