Search Engine,Iteration,Total Energy (J),Average Power (W),Duration (s),Energy Delay Product,Temperature
Google,5,7.9012451171875,2.4724655534753848,2.953,"[23.332376831054685, 68.90050878210448, 203.46320243355453]",
You.com,5,19.16912841796875,6.412902320849037,2.844,"[54.51700122070312, 155.04635147167969, 440.95182358545696]",
Swisscows,5,12.3443603515625,3.6385442658778726,3.076,"[37.97125244140625, 116.79957250976562, 359.2754850400391]",
Swisscows,6,7.13787841796875,2.9748774133934646,2.294,"[16.374293090820313, 37.5626283503418, 86.16866943568408]",
Google,6,6.2852783203125,2.0989170298105106,2.939,"[18.472432983398438, 54.290480538208016, 159.55972230179333]",
Startpage,6,17.29888916015625,2.5448308905799677,6.699,"[115.88525848388672, 776.3153465835571, 5200.536506763249]",
You.com,6,18.6197509765625,6.224824173765966,2.789,"[51.930485473632814, 144.83412398596192, 403.94237179684785]",
DuckDuckGo,6,19.741455078125,6.184834715109973,2.826,"[55.789352050781254, 157.6607088955078, 445.5491633387051]",
OceanHero,6,34.94500732421875,10.279248378842743,3.17,"[110.77567321777343, 351.15888410034177, 1113.1736625980834]",
Mojeek,6,5.13531494140625,3.6735301349801466,1.246,"[6.398602416992188, 7.972658611572266, 9.933932630019042]",
Brave Search,6,12.31036376953125,4.110620648817002,2.727,"[33.57036199951172, 91.54637717266844, 249.64697054986686]",
Ecosia,6,10.07537841796875,5.043350296403895,1.984,"[19.98955078125, 39.659268749999995, 78.6839892]",
Bing,6,24.87744140625,5.942613501730191,3.972,"[98.81319726562499, 392.48601953906245, 1558.9544696091564]",
Qwant,6,19.97296142578125,9.986480712890625,1.855,"[37.04984344482422, 68.72745959014892, 127.48943753972625]",
You.com,7,20.44073486328125,6.036462290485055,3.173,"[64.8584517211914, 205.79586731134032, 652.9902869788829]",
Ecosia,7,5.5457763671875,3.089126936221908,1.635,"[9.067344360351562, 14.825108029174805, 24.239051627700807]",
Bing,7,12.72100830078125,3.745918781349302,3.34,"[42.488167724609376, 141.9104802001953, 473.98100386865224]",
Google,7,4.53741455078125,1.5127189291182475,2.674,"[12.133046508789063, 32.443766364501954, 86.75463125867822]",
Swisscows,7,8.51025390625,3.0474483273650614,2.549,"[21.69263720703125, 55.29453224072265, 140.94576268160205]",
Brave Search,7,8.2606201171875,4.139816514211683,1.875,"[15.488662719726562, 29.041242599487305, 54.452329874038696]",
Startpage,7,10.9085693359375,1.5155112363984637,6.993,"[76.28362536621094, 533.4513921859132, 3730.425585556091]",
DuckDuckGo,7,8.4278564453125,6.032623269107816,1.35,"[11.377606201171876, 15.359768371582033, 20.735687301635746]",
Mojeek,7,10.32958984375,3.2351526423315304,2.952,"[30.49294921875, 90.01518609375, 265.72482934874995]",
Qwant,7,12.7027587890625,3.7418956570536506,3.121,"[39.64531018066406, 123.73301307385255, 386.17073380349376]",
OceanHero,7,25.86962890625,4.626488339875297,5.33,"[137.8851220703125, 734.9277006347656, 3917.164644383301]",
Brave Search,8,12.1754150390625,3.814029501910186,3.041,"[37.02543713378906, 112.59435432385254, 342.39943149883555]",
Ecosia,8,14.33819580078125,6.528642217880952,1.9,"[27.242572021484374, 51.76088684082031, 98.34568499755858]",
Google,8,5.3218994140625,1.9030726666255384,2.643,"[14.065780151367186, 37.17585694006347, 98.25578989258774]",
DuckDuckGo,8,9.19610595703125,4.6061490312892595,1.823,"[16.76450115966797, 30.561685614074705, 55.71395287445819]",
You.com,8,40.0906982421875,11.811916837317332,3.195,"[128.08978088378905, 409.246849923706, 1307.5436855062405]",
Qwant,8,17.71044921875,8.857560047552216,1.687,"[29.87752783203125, 50.40338945263672, 85.03051800659814]",
Mojeek,8,5.99920654296875,3.000345047993876,1.803,"[10.816569396972655, 19.502274622741698, 35.162601144803276]",
OceanHero,8,10.849609375,2.5880832676683267,4.008,"[43.485234375, 174.28881937499997, 698.549588055]",
Swisscows,8,11.36407470703125,3.5630721662511777,3.042,"[34.56951525878906, 105.16046541723631, 319.8981357992328]",
Startpage,8,8.7686767578125,1.3716713986804137,6.075,"[53.26971130371094, 323.61349617004396, 1965.951989233017]",
Bing,8,15.0625,3.7744134490813446,3.724,"[56.09275, 208.88940100000002, 777.9041293240001]",
Startpage,9,9.01898193359375,1.41045278041207,6.272,"[56.567054687500004, 354.78856700000006, 2225.233892224]",
Ecosia,9,11.15521240234375,5.594797259000079,1.636,"[18.249927490234374, 29.856881374023434, 48.84585792790234]",
Mojeek,9,7.2252197265625,3.6192590148005657,1.824,"[13.17880078125, 24.038132625, 43.84555390800001]",
You.com,9,19.603271484375,6.547969850064123,2.809,"[55.065589599609375, 154.67924118530277, 434.49398848951546]",
Swisscows,9,11.16949462890625,4.309774014679769,2.471,"[27.599821228027345, 68.19915825445557, 168.5201200467597]",
Google,9,5.253173828125,1.6425196968730371,2.857,"[15.008317626953126, 42.87876346020508, 122.50462720580593]",
Brave Search,9,12.7108154296875,4.54628313862841,2.584,"[32.8447470703125, 84.8708264296875, 219.30621549431254]",
DuckDuckGo,9,9.825927734375,4.480375844956316,1.937,"[19.032822021484375, 36.866576255615236, 71.41055820712671]",
Bing,9,15.845458984375,3.7832386010455927,3.888,"[61.60714453125, 239.5285779375, 931.287111021]",
Qwant,9,9.962890625,4.989694873292242,1.805,"[17.983017578125, 32.45934672851563, 58.589120844970694]",
OceanHero,9,13.26446533203125,2.8903346929535587,4.312,"[57.19637451171875, 246.63076689453126, 1063.471866849219]",
OceanHero,10,15.14068603515625,3.4538223036569566,4.212,"[63.77256958007812, 268.61006307128906, 1131.3855856562693]",
You.com,10,19.2027587890625,6.013920654603584,2.994,"[57.493059814453126, 172.1342210844727, 515.3698579269113]",
Ecosia,10,8.792236328125,5.507693650135443,1.466,"[12.88941845703125, 18.895887458007813, 27.701371013439452]",
Bing,10,14.65936279296875,3.865316815238817,3.596,"[52.715068603515626, 189.5633866982422, 681.669938566879]",
Qwant,10,12.19488525390625,5.094175993697328,2.136,"[26.048274902343753, 55.639115191406255, 118.84515004884378]",
DuckDuckGo,10,10.96612548828125,5.502318109100189,1.796,"[19.695161376953127, 35.37250983300781, 63.52902766008204]",
Startpage,10,9.03082275390625,1.4116208157946715,6.255,"[56.48779632568359, 353.3311660171509, 2210.086443437279]",
Mojeek,10,5.51336669921875,4.60034880007132,1.082,"[5.965462768554688, 6.454630715576172, 6.98391043425342]",
Brave Search,10,12.92852783203125,3.8095233498893823,3.076,"[39.76815161132813, 122.32683435644532, 376.27734248042583]",
Swisscows,10,10.3663330078125,3.0555578508639245,3.056,"[31.679513671875, 96.81259378125, 295.8592865955]",
Google,10,6.1751708984375,1.9345073604104508,2.976,"[18.37730859375, 54.690870375, 162.760030236]",
You.com,11,18.83807373046875,6.742952980758984,2.714,"[51.126532104492185, 138.7574081315918, 376.5876056691401]",
OceanHero,11,14.88995361328125,3.926989200473998,3.513,"[52.30840704345703, 183.75943394366453, 645.5468914440935]",
Ecosia,11,10.62322998046875,5.327168833670305,1.725,"[18.325071716308596, 31.61074871063233, 54.52854152584077]",
DuckDuckGo,11,13.73736572265625,5.300875008682234,2.459,"[33.78018231201172, 83.06546830523682, 204.25798656257737]",
Qwant,11,10.42498779296875,4.35953827159888,2.235,"[23.299847717285154, 52.07515964813232, 116.38798181357572]",
Mojeek,11,6.2562255859375,2.8441645315979756,1.914,"[11.974415771484374, 22.91903178662109, 43.86702683959277]",
Swisscows,11,8.12091064453125,3.1358750870110774,2.324,"[18.872996337890623, 43.8608434892578, 101.93260026903513]",
Google,11,6.37188720703125,1.9922505671055475,3.068,"[19.548949951171874, 59.97617845019532, 184.00691548519924]",
Bing,11,16.2047119140625,3.868879074969341,3.978,"[64.46234399414062, 256.4312044086914, 1020.0833311377746]",
Startpage,11,10.53179931640625,1.4632841330676822,7.098,"[74.75471154785156, 530.6089425666504, 3766.2622743380844]",
Brave Search,11,8.2315673828125,4.117550950553548,1.809,"[14.890905395507811, 26.937647860473632, 48.73020497959679]",
DuckDuckGo,12,28.361328125,12.895118431066912,2.082,"[59.048285156249996, 122.93852969531248, 255.95801882564055]",
Mojeek,12,5.18438720703125,2.361474313818739,2.016,"[10.451724609375, 21.0706768125, 42.478484454]",
Brave Search,12,7.98431396484375,4.002002351847127,1.898,"[15.154227905273437, 28.76272456420898, 54.59165122286864]",
Google,12,6.7802734375,2.120101487816279,2.98,"[20.20521484375, 60.211540234375, 179.43038989843748]",
OceanHero,12,10.01165771484375,2.7922503685964544,3.393,"[33.96955462646484, 115.2586988475952, 391.0727651898905]",
Ecosia,12,10.36663818359375,5.775469210745568,1.596,"[16.545154541015627, 26.40606664746094, 42.144082369347664]",
You.com,12,18.16839599609375,5.36164565936299,3.076,"[55.88598608398438, 171.90529319433594, 528.7806818657774]",
Startpage,12,18.14117431640625,2.520632762472301,7.096,"[128.72977294921876, 913.4664688476563, 6481.958062942969]",
Bing,12,20.72119140625,4.944829491229398,3.96,"[82.05591796875, 324.94143515625, 1286.76808321875]",
Swisscows,12,9.59332275390625,3.203844642319647,2.854,"[27.379343139648437, 78.14064532055666, 223.01340174486867]",
Qwant,12,15.5224609375,4.326224100782798,3.357,"[52.10890136718751, 174.92958188964846, 587.23860640355]",
Startpage,13,25.852294921889552,4.16994181110866,6.057,"[156.587350341885, 948.4495810207976, 5744.759112242972]",
Bing,13,14.52532958984375,3.6418574347568287,3.803,"[55.23982843017578, 210.0770675199585, 798.9230877784021]",
Swisscows,13,12.097106933579198,3.7929132356071045,3.053,"[36.93246746821729, 112.75482318046738, 344.24047516996694]",
DuckDuckGo,13,9.326110839858302,4.677277991527413,1.731,"[16.14349786379472, 27.944394802228665, 48.371747402657824]",
Google,13,6.952331542983302,1.9352266363869117,3.256,"[22.636791503953628, 73.70539313687301, 239.9847600536585]",
Mojeek,13,5.182495117172948,2.8806152002880605,1.509,"[7.820385131813978, 11.800961163907294, 17.807650396336104]",
Ecosia,13,13.1610107421875,5.500726492161296,2.103,"[27.677605590820317, 58.20600455749512, 122.40722758441228]",
Brave Search,13,9.668151855454198,4.407230828541244,2.05,"[19.819711303681103, 40.63040817254626, 83.29233675371982]",
You.com,13,19.108337402329198,6.8426614447744525,2.579,"[49.280402160607004, 127.09415717220547, 327.77583134711796]",
OceanHero,13,12.3045654296875,3.0830186240038264,3.668,"[45.13314599609375, 165.5483795136719, 607.2314560561484]",
Qwant,13,8.2340087890625,5.157040734985965,1.516,"[12.48275732421875, 18.923860103515622, 28.68857191692969]",
Swisscows,14,8.686340332045802,3.3533261022339578,2.479,"[21.533437683141543, 53.381392016507895, 132.33247080892306]",
OceanHero,14,12.666931152372854,3.3465175835565715,3.591,"[45.48694976817092, 163.34363661750177, 586.5669990934489]",
Qwant,14,21.61749267578125,9.834758397812962,1.969,"[42.564843078613286, 83.81017602178956, 165.02223658690366]",
Mojeek,14,4.745849609375,2.9689012460373156,1.324,"[6.2835048828125, 8.31936046484375, 11.014833255453128]",
DuckDuckGo,14,23.47576904296875,7.829787057847856,2.819,"[66.17819293212891, 186.55632587567138, 525.9022826435177]",
Ecosia,14,11.1236572265625,5.065777579525892,2.151,"[23.926986694335934, 51.466948379516595, 110.70540596434019]",
You.com,14,19.060668945327052,5.980221829826287,2.92,"[55.65715332035499, 162.51888769543655, 474.55515207067475]",
Google,14,4.62762451171875,1.543413274052579,2.815,"[13.02676300048828, 36.67033784637451, 103.22700103754424]",
Brave Search,14,9.149291992172948,3.2751808796301973,2.564,"[23.45878466793144, 60.14832388857621, 154.22030245030942]",
Startpage,14,9.25128173828125,1.4017093542850378,6.399,"[59.19895184326172, 378.8140928450317, 2424.031380115358]",
Bing,14,13.9713134765625,3.888302392496356,3.315,"[46.31490417480469, 153.53390733947754, 508.964902830368]",
Bing,15,14.2135009765625,3.556155104134006,3.921,"[55.73113732910156, 218.5217894674072, 856.8239365017037]",
Ecosia,15,9.496643066420802,4.330257800907458,2.088,"[19.828990722686637, 41.402932628969694, 86.44932332928873]",
Brave Search,15,8.099731445297948,4.511541199369963,1.596,"[12.927171386695527, 20.63176553316606, 32.92829779093304]",
Qwant,15,9.037109375,3.4887707109012607,2.371,"[21.426986328125, 50.803384583984375, 120.45482484862696]",
Swisscows,15,11.782592773422948,4.915419152028554,2.341,"[27.583049682583123, 64.5719193069271, 151.16286309751635]",
You.com,15,19.892700195327052,6.65418758424768,2.867,"[57.03237146000266, 163.51180897582762, 468.7883563336978]",
OceanHero,15,21.631896972641698,4.708758156864719,4.279,"[92.56288714593383, 396.0765940974508, 1694.811746142992]",
Startpage,15,9.311767578110448,1.3318539281907829,6.842,"[63.711113769431684, 435.9114404104515, 2982.5060752883096]",
Google,15,6.81500244140625,2.0067579070386827,3.205,"[21.84208282470703, 70.00387545318604, 224.36242082746125]",
DuckDuckGo,15,14.4892578125,4.547960770190084,3.103,"[44.9601669921875, 139.51139817675784, 432.9038685424796]",
Mojeek,15,5.03057861328125,2.801514523845355,1.563,"[7.862794372558594, 12.28954760430908, 19.208562905535093]",
Brave Search,16,12.788879394545802,4.585445428704217,2.484,"[31.76757641605177, 78.9106598174726, 196.01407898660193]",
Mojeek,16,5.17095947265625,3.6984634125566975,1.34,"[6.929085693359376, 9.284974829101564, 12.441866270996096]",
Swisscows,16,9.52740478515625,3.1863987090399917,2.834,"[27.00066516113281, 76.51988506665039, 216.85735427888721]",
Startpage,16,19.81280517578125,2.915952199315176,6.501,"[128.8030464477539, 837.3486049568482, 5443.603280824471]",
You.com,16,22.46112060546875,7.504286569566534,2.788,"[62.62160424804687, 174.58903264355467, 486.75422301023036]",
OceanHero,16,12.61126708984375,3.1636290430423784,3.716,"[46.86346850585938, 174.14464896777346, 647.1215155642461]",
Bing,16,15.33782958984375,3.8415470602524335,3.806,"[58.375779418945314, 222.17821646850587, 845.6102918791333]",
Google,16,7.023925781235448,2.0662949686348933,3.118,"[21.900600585892125, 68.28607262681165, 212.9159744503987]",
DuckDuckGo,16,29.5855712890625,13.452041925715124,1.926,"[56.981810302734374, 109.74696664306639, 211.37265775454588]",
Qwant,16,11.536926269516698,3.4014224132163795,3.396,"[39.179401611278706, 133.05324787190247, 451.84882977298076]",
Ecosia,16,9.800964355454198,4.919720520318892,1.804,"[17.680939697239374, 31.89641521381983, 57.54113304573097]",
Qwant,17,9.26898193359375,4.645463493002084,1.968,"[18.2413564453125, 35.898989484375, 70.64921130525]",
Google,17,7.067626953125,2.5289569753412713,2.534,"[17.909366699218747, 45.382335215820305, 114.99883743688864]",
Ecosia,17,10.0283203125,4.576024264165286,1.979,"[19.846045898437502, 39.275324833007815, 77.72586784452247]",
Swisscows,17,9.709594726577052,3.048239952360298,3.018,"[29.30355688480954, 88.4381346783552, 266.90629045927597]",
Bing,17,14.29302978515625,3.766294498034994,3.608,"[51.56925146484375, 186.06185928515626, 671.3111883008438]",
Startpage,17,8.3951416015625,1.3129580799658922,6.194,"[51.999507080078125, 322.08494685400393, 1994.9941608137]",
Brave Search,17,7.910095214858302,3.962210037008726,1.832,"[14.491294433620409, 26.54805140239259, 48.63603016918323]",
You.com,17,31.75775146484375,12.252086024511105,2.562,"[81.36335925292968, 208.45292640600584, 534.0563974521868]",
OceanHero,17,14.02154541015625,3.061649721731962,4.353,"[61.03578717041015, 265.6887815527954, 1156.5432660993183]",
Mojeek,17,4.134277343735448,3.4486591077009177,1.136,"[4.696539062483469, 5.33526837498122, 6.060864873978666]",
DuckDuckGo,17,17.584045410170802,5.190745417694775,3.186,"[56.022768676804176, 178.4885410042981, 568.6644916396938]",
You.com,18,34.788757324189646,11.611517262409166,2.739,"[95.28640631095544, 260.9894668857069, 714.8501497999513]",
DuckDuckGo,18,15.301269531264552,5.486390715615921,2.706,"[41.405235351601874, 112.04256686143468, 303.18718592704226]",
Brave Search,18,16.932922363295802,10.585660311454015,1.54,"[26.076700439475534, 40.15811867679232, 61.84350276226018]",
OceanHero,18,24.796142578125,6.208435902044438,3.847,"[95.39076049804687, 366.9682556359863, 1411.7268794316394]",
Mojeek,18,7.539123535141698,4.719614958634082,1.292,"[9.740547607403075, 12.584787508764773, 16.259545461324088]",
Ecosia,18,9.277099609389552,4.224334340387463,2.135,"[19.80660766604669, 42.28710736700968, 90.28297422856566]",
Bing,18,13.635192871108302,3.411966448456878,3.727,"[50.81836383062064, 189.4000419967231, 705.893956521787]",
Google,18,5.44036865234375,1.6015746781645113,3.227,"[17.55606964111328, 56.65343673187255, 182.82064033375272]",
Startpage,18,15.992736816420802,2.352439390991417,6.577,"[105.18423004159962, 691.7966809836007, 4549.946770829142]",
Qwant,18,10.19195556640625,3.192426499409823,3.015,"[30.728746032714845, 92.64716928863525, 279.3312154052353]",
Swisscows,18,9.9697265625,3.117988241377719,2.851,"[28.4236904296875, 81.03594141503908, 231.03346897427636]",
DuckDuckGo,19,15.136962890625,10.842642691695081,1.206,"[18.255177246093748, 22.01574375878906, 26.550986973099604]",
Ecosia,19,9.419921875,5.241434426363629,1.578,"[14.86463671875, 23.456396742187504, 37.01419405917188]",
OceanHero,19,13.859497070327052,3.164263185493128,4.108,"[56.934813964903526, 233.88821576782365, 960.8127903742195]",
Mojeek,19,3.76239013671875,2.6874215262276784,1.128,"[4.243976074218749, 4.787205011718749, 5.399967253218749]",
Swisscows,19,8.86981201171875,3.177887861110773,2.542,"[22.547062133789062, 57.314631944091786, 145.69379440188132]",
Google,19,4.353271484360448,1.6776182737173124,2.355,"[10.251954345668855, 24.143352484050155, 56.85759509993811]",
Startpage,19,10.340270996079198,1.6179182076696226,6.286,"[64.99894348135383, 408.5833587237901, 2568.354992937745]",
Bing,19,15.223449707045802,3.817593675166543,3.796,"[57.78821508794586, 219.36406447384246, 832.7059887427059]",
Brave Search,19,9.2481689453125,4.636774571097712,1.724,"[15.943843261718749, 27.487185783203124, 47.38790829024219]",
You.com,19,19.604919433608302,7.5616636744475745,2.526,"[49.52202648929457, 125.09263891195808, 315.98400589160605]",
Qwant,19,10.2965087890625,5.158631137867033,1.695,"[17.452582397460937, 29.582127163696292, 50.14170554246522]",
Google,20,6.03753662109375,1.7813885243658334,3.274,"[19.766894897460936, 64.7168138942871, 211.882848689896]",
Ecosia,20,11.0052490234375,5.525381270365463,1.768,"[19.4572802734375, 34.4004715234375, 60.8200336534375]",
Brave Search,20,8.20257568359375,3.7314640217689674,2.142,"[17.569917114257812, 37.634762458740234, 80.61366118662157]",
Startpage,20,9.22802734375,1.399954212397183,6.317,"[58.293448730468754, 368.23971563037117, 2326.170283637054]",
Qwant,20,10.2255859375,5.695383997352253,1.607,"[16.4325166015625, 26.407054178710936, 42.43613606518848]",
You.com,20,17.8914794921875,5.605639261216883,3.061,"[54.76581872558594, 167.63817111901855, 513.1404417953157]",
Swisscows,20,10.602478027329198,3.5403465897145554,2.66,"[28.20259155269567, 75.01889353017047, 199.5502567902535]",
DuckDuckGo,20,16.83154296875,4.6845300313416045,3.327,"[55.998543457031246, 186.30715408154296, 619.8439016292934]",
Bing,20,14.91217041015625,3.929713909287333,3.58,"[53.38557006835938, 191.12034084472657, 684.2108202241212]",
Mojeek,20,9.396057128891698,2.942146512127647,2.861,"[26.88211944575915, 76.90974373431695, 220.03877682388077]",
OceanHero,20,21.73797607421875,5.441298595025892,3.906,"[84.90853454589843, 331.6527359362793, 1295.435586567107]",
OceanHero,21,12.046020507827052,2.877105252830115,3.982,"[47.96725366216732, 191.0056040827503, 760.5843154575117]",
Google,21,5.345886230454198,1.572444959743888,3.251,"[17.3794761352066, 56.50067691555665, 183.68370065247464]",
You.com,21,46.30822753907705,14.50298663959287,2.971,"[137.58174401859793, 408.7553614792544, 1214.412178954865]",
Bing,21,14.7066650390625,3.511839914789705,4.054,"[59.62082006835938, 241.70280455712893, 979.8631696746007]",
Ecosia,21,10.04461669921875,6.291262372654333,1.359,"[13.650634094238281, 18.551211734069824, 25.211096746600887]",
Startpage,21,9.92913818359375,1.3797903140785306,6.979,"[69.29545538330078, 483.61298312005613, 3375.1350091948716]",
Brave Search,21,13.248474121079198,4.151605193933895,2.982,"[39.50694982905817, 117.80972439025149, 351.3085981317299]",
Qwant,21,10.6435546875,4.445837458573763,2.174,"[23.139087890625, 50.30437707421874, 109.36171575935155]",
Swisscows,21,11.575317382827052,4.1372708048875895,2.494,"[28.86884155277067, 71.99889083261006, 179.56523373652948]",
DuckDuckGo,21,16.439880371108302,4.842794871073869,3.265,"[53.67620941166861, 175.252823729098, 572.200469475505]",
Mojeek,21,3.06842041015625,1.9211612873939556,1.341,"[4.114751770019531, 5.517882123596191, 7.399479927742492]",
You.com,22,18.64453125,5.494573752696155,3.173,"[59.15909765625, 187.71181686328123, 595.6095949071914]",
Swisscows,22,10.763061523422948,3.369072573863327,2.985,"[32.1277386474175, 95.90129986254122, 286.26538008968555]",
DuckDuckGo,22,28.335815429672948,9.452843747541449,2.735,"[77.4984552001555, 211.9582749724253, 579.7058820495832]",
Ecosia,22,11.36920166015625,5.6989730758283965,1.736,"[19.73693408203125, 34.26331756640625, 59.481119295281246]",
Qwant,22,20.553283691420802,10.29937084716305,1.725,"[35.454414367700885, 61.158864784284034, 105.49904175288997]",
Mojeek,22,7.97186279296875,4.982862807997507,1.409,"[11.232354675292969, 15.826387737487794, 22.2993803221203]",
OceanHero,22,16.138488769545802,3.8490209604605123,4.151,"[66.99086688238462, 278.07908842877856, 1154.3062960678596]",
Startpage,22,9.598876953125,1.500661073617577,6.337,"[60.828083251953124, 385.4675635676269, 2442.7079503280515]",
Google,22,5.6640625,1.8890905332325691,2.802,"[15.870703125, 44.46971015625, 124.6041278578125]",
Brave Search,22,9.25018310546875,5.15660220454486,1.592,"[14.726291503906252, 23.444256074218753, 37.32325567015626]",
Bing,22,14.972534179672948,3.574913665702296,4.014,"[60.099752197207216, 241.24040531958977, 968.3389869528335]",
