Search Engine,Iteration,Total Energy (J),Average Power (W),Duration (s),Energy Delay Product,Temperature
DuckDuckGo,23,14.1405029296875,10.113992465115757,1.273,"[18.000860229492186, 22.91509507214355, 29.17091602683874]",
Ecosia,23,10.60919189453125,5.315790070960307,1.684,"[17.865879150390626, 30.086140489257808, 50.665060583910154]",
Qwant,23,11.59686279296875,3.630014064923004,3.134,"[36.34456799316406, 113.90387609057618, 356.9747476678657]",
OceanHero,23,12.7109375,3.187336063864261,3.759,"[47.7804140625, 179.60657646093748, 675.141120916664]",
Google,23,4.1932373046875,1.6130126670008698,2.352,"[9.862494140625, 23.196586218749996, 54.55837078649999]",
Swisscows,23,8.60675048828125,2.8721286895086924,2.915,"[25.088677673339845, 73.13349541778565, 213.18413914284517]",
Bing,23,15.18658447265625,4.224851385699112,3.364,"[51.08767016601562, 171.85892243847655, 578.1334150830351]",
Brave Search,23,21.555786132797948,8.990010911689458,2.267,"[48.86696716305295, 110.78141455864103, 251.1414668044392]",
You.com,23,37.150146484375,12.407555866081685,2.684,"[99.7109931640625, 267.62430565234376, 718.3036363708908]",
Startpage,23,14.00067138671875,2.2602965345492128,6.085,"[85.1940853881836, 518.4060095870972, 3154.500568337486]",
Mojeek,23,4.8592529296875,3.042346820160418,1.339,"[6.506539672851562, 8.712256621948242, 11.665711616788695]",
Qwant,24,9.982604980483302,3.341816606638254,2.768,"[27.631850585977777, 76.48496242198648, 211.71037598405857]",
Ecosia,24,25.4256591796875,15.923001274990723,1.341,"[34.095808959960934, 45.722479815307615, 61.31384543232751]",
You.com,24,18.702758789091604,5.864157461050853,3.022,"[56.519737060634824, 170.80264539723842, 516.1655943904545]",
Startpage,24,9.97198486328125,1.5118727924363882,6.466,"[64.47885412597657, 416.9202707785645, 2695.8064708541983]",
DuckDuckGo,24,15.586425781264552,4.886875344285791,3.021,"[47.08659228520021, 142.24859529358983, 429.73300638193484]",
Mojeek,24,5.2652587890625,3.2996170964073297,1.418,"[7.466136962890625, 10.586982213378905, 15.012340778571286]",
Bing,24,34.6300048828125,10.198750621356993,3.24,"[112.20121582031251, 363.53193925781255, 1177.8434831953127]",
Google,24,5.182678222685354,1.9992478307741108,2.37,"[12.282947387764288, 29.110585309001365, 68.99208718233325]",
OceanHero,24,18.41180419921875,3.0769353767535716,5.84,"[107.5249365234375, 627.9456292968749, 3667.2024750937494]",
Swisscows,24,11.71466064453125,3.9144599952889205,2.696,"[31.58272509765625, 85.14702686328127, 229.55638442340629]",
Brave Search,24,7.432861328110448,4.1304657646877905,1.551,"[11.528367919899305, 17.880498643763822, 27.732653396477687]",
You.com,25,23.212341308608302,6.467078127457737,3.239,"[75.18477349858229, 243.52348136190804, 788.7725561312201]",
Startpage,25,8.689025878891698,1.242031954553042,6.868,"[59.67622973622819, 409.8563458284152, 2814.893383149556]",
Brave Search,25,6.4365234375,3.5845586030195187,1.614,"[10.388548828125, 16.767117808593753, 27.06212814307032]",
Qwant,25,10.46990966796875,5.25897630854464,1.709,"[17.893075622558595, 30.579266238952638, 52.259966002370064]",
OceanHero,25,14.404235839858302,3.138881997563176,4.35,"[62.65842590338361, 272.56415267971863, 1185.654064156776]",
Mojeek,25,7.23272705078125,4.524234215817859,1.491,"[10.783996032714844, 16.078938084777835, 23.973696684403752]",
DuckDuckGo,25,10.90350341796875,4.974383776348004,2.159,"[23.54066387939453, 50.82429331561278, 109.729649268408]",
Google,25,5.361877441420802,1.918149401799272,2.734,"[14.659372924844472, 40.07872557652479, 109.57523572621876]",
Swisscows,25,9.284545898452052,3.8788163841730223,2.22,"[20.611691894563556, 45.7579560059311, 101.58266233316705]",
Ecosia,25,15.37127685546875,11.01309552435728,1.197,"[18.399418395996094, 22.024103820007326, 26.36285227254877]",
Bing,25,15.669921875,4.142946789612105,3.602,"[56.443058593749996, 203.3078970546875, 732.3150451909844]",
You.com,26,22.392700195297948,7.488589901815425,2.852,"[63.86398095698974, 182.14007368933474, 519.4634901619827]",
Bing,26,15.068725585922948,4.192350676174137,3.283,"[49.470626098585036, 162.41206548165468, 533.1988109762723]",
Ecosia,26,15.372009277329198,7.697590276816295,1.687,"[25.932579650854358, 43.74826187099131, 73.80331777636232]",
Brave Search,26,11.917419433608302,4.980876290025496,2.311,"[27.541156311068786, 63.64761223487996, 147.08963187480757]",
Mojeek,26,4.950683593735448,3.0980325823362254,1.341,"[6.6388666991992356, 8.902720243626176, 11.9385478467027]",
Startpage,26,10.161132812529104,1.4948650002698434,6.605,"[67.11428222675474, 443.2898341077151, 2927.929354281458]",
Qwant,26,11.3798828125,5.181255593262867,1.99,"[22.645966796875, 45.065473925781255, 89.6802931123047]",
DuckDuckGo,26,10.68304443359375,5.359956520885643,1.794,"[19.165381713867188, 34.38269479467773, 61.68255446165186]",
OceanHero,26,13.93096923828125,3.0393074807419187,4.28,"[59.624548339843756, 255.19306689453126, 1092.2263263085938]",
Swisscows,26,10.3919677734375,3.717871869286391,2.547,"[26.468341918945313, 67.41486686755373, 171.7056659116593]",
Google,26,6.022888183579198,1.7718317323304174,3.068,"[18.47822094722098, 56.69118186607397, 173.92854596511495]",
Swisscows,27,9.77642822265625,3.2670907638779596,2.711,"[26.50389691162109, 71.85206452740478, 194.79094693379434]",
Brave Search,27,8.806884765610448,3.389934809634579,2.256,"[19.868332031217168, 44.82295706242593, 101.1205911328329]",
Qwant,27,12.069213867172948,3.5564439521496207,3.174,"[38.30768481440693, 121.58859160092761, 385.92218974134425]",
Ecosia,27,13.100280761733302,8.213203276830168,1.364,"[17.868782959004225, 24.373019956081766, 33.24479922009553]",
Google,27,6.78717041015625,1.9971953416554062,3.217,"[21.834327209472658, 70.24103063287355, 225.96539554595418]",
Bing,27,15.454223632827052,3.8722101719571556,3.838,"[59.31331030279023, 227.6444849421089, 873.6995332078139]",
OceanHero,27,15.073425292983302,3.28136721630717,4.335,"[65.34329864508261, 283.2631996264331, 1227.9459703805876]",
You.com,27,19.619323730483302,7.0394311427095095,2.579,"[50.59823590091644, 130.4928503884635, 336.54106115184743]",
Mojeek,27,7.077880859389552,4.431625634590739,1.422,"[10.064746582051942, 14.312069639677862, 20.351763027621917]",
Startpage,27,10.235778808579198,1.5525820426982766,6.434,"[65.85700085439856, 423.72394349720037, 2726.239852460987]",
DuckDuckGo,27,10.11529541015625,5.071587337321336,1.875,"[18.96617889404297, 35.561585426330566, 66.67797267436981]",
Ecosia,28,11.3756103515625,8.159802745591746,1.286,"[14.629034912109375, 18.812938896972657, 24.19343942150684]",
Qwant,28,4.44903564453125,3.1894508027722317,1.277,"[5.681418518066406, 7.2551714475708, 9.26485393854791]",
Startpage,28,11.035278320297948,1.6746215448521016,6.336,"[69.9195234374078, 443.01010049941584, 2806.9119967642987]",
Mojeek,28,6.555236816391698,3.2846974128381285,1.785,"[11.70109771725918, 20.88645942530764, 37.282330074174126]",
OceanHero,28,12.1827392578125,3.0540027714255236,3.94,"[47.99999267578125, 189.11997114257812, 745.1326863017578]",
DuckDuckGo,28,14.641662597685354,6.119025660132389,2.202,"[32.240941040103145, 70.99455217030713, 156.33000387901632]",
Bing,28,14.88287353515625,3.9261114468053484,3.53,"[52.53654357910156, 185.45399883422849, 654.6526158848266]",
You.com,28,20.332214355454198,6.80060939053504,2.768,"[56.279569335897214, 155.7818479217635, 431.2041550474413]",
Swisscows,28,12.028015136704198,3.7730538066261947,3.049,"[36.6734181518111, 111.81725194487204, 340.93080117991485]",
Google,28,5.850952148422948,1.724761593030936,3.208,"[18.76985449214082, 60.21369321078775, 193.16552782020713]",
Brave Search,28,8.927185058608302,3.7248953303360377,2.095,"[18.702452697784395, 39.181638401858315, 82.08553245189317]",
Google,29,5.932373046889552,1.7470565647097003,3.114,"[18.473409668014064, 57.52619770619579, 179.13657965709368]",
OceanHero,29,13.9622802734375,3.1837300962375794,4.136,"[57.7479912109375, 238.8456916484375, 987.8657806579375]",
Swisscows,29,22.073913574247854,7.908857664623971,2.566,"[56.64166223151999, 145.34250528608027, 372.948868564082]",
Bing,29,16.282653808608302,4.083922956460709,3.691,"[60.09927520757324, 221.82642479115282, 818.7613339041451]",
Ecosia,29,10.702026367202052,4.875867206689822,1.996,"[21.361244628935296, 42.63704427935485, 85.10354038159228]",
Qwant,29,5.6744384765625,3.551363345965714,1.489,"[8.449238891601563, 12.580916709594728, 18.73298498058655]",
You.com,29,19.229614257797948,6.429585059079634,2.811,"[54.05444567867003, 151.94704680274145, 427.12314856250623]",
Brave Search,29,10.059997558579198,4.198058749756718,2.117,"[21.29701483151216, 45.08578039831125, 95.44659710322492]",
DuckDuckGo,29,15.912109375,4.984785587943403,2.853,"[45.397248046875006, 129.5183486777344, 369.51584877757625]",
Startpage,29,10.5546875,1.5528283272838332,6.545,"[69.0804296875, 452.13141230468744, 2959.20009353418]",
Mojeek,29,5.8568115234375,3.255304605983395,1.591,"[9.318187133789062, 14.825235729858397, 23.586950046204713]",
DuckDuckGo,30,8.305175781235448,5.213841768955401,1.376,"[11.427921874979976, 15.724820499972445, 21.637353007962083]",
OceanHero,30,21.876037597627146,5.47193517636291,3.874,"[84.74776965320757, 328.3128596365261, 1271.8840182319022]",
Startpage,30,17.799743652329198,2.69798844594141,6.57,"[116.94431579580284, 768.3241547784246, 5047.889696894251]",
Swisscows,30,9.986572265625,3.850087157353776,2.333,"[23.298673095703126, 54.3558043322754, 126.81209150719852]",
Mojeek,30,4.453369140625,2.786453477102354,1.373,"[6.114475830078125, 8.395175314697266, 11.526575707079346]",
Google,30,7.08544921875,1.9708374636856156,3.345,"[23.700827636718753, 79.27926844482423, 265.1891529479371]",
Qwant,30,9.54302978515625,5.316065666330786,1.638,"[15.631482788085936, 25.604368806884764, 41.93995610567723]",
Bing,30,15.208251953125,4.230858713870984,3.54,"[53.8372119140625, 190.58373017578126, 674.6664048222657]",
Brave Search,30,10.231201171889552,5.1293367165489325,1.786,"[18.27292529299474, 32.63544457328861, 58.28690400789345]",
You.com,30,19.376708984375,6.473258013701271,2.875,"[55.708038330078125, 160.1606101989746, 460.461754322052]",
Ecosia,30,10.4552001953125,5.2432510145944935,1.786,"[18.672987548828125, 33.34995576220703, 59.56302099130176]",
